ID,KR,EN,JA,CN
story_184,나는 잠시 고민하다 입을 열었다.,"After a moment of hesitation, I finally spoke.",少し迷った末、私は口を開いた。,我犹豫了一会儿，最终还是开了口。
story_185,“제 이름은...”,“My name is...”,「私の名前は……」,“我的名字是……”
story_1500,“{0}....이에요...”,“...{0}.”,「……{0}です……」,“……我叫{0}……”
story_186,“...{0}...”,“...{0}...”,「……{0}……」,“……{0}……”
story_187,“...좋은 이름이구나.”,“...That's a lovely name.”,「……いい名前だね。」,“……是个好名字呢。”
story_188,그가 내 이름을 부르는 순간,"The moment he spoke my name,",彼が私の名前を呼んだ瞬間、,当他念出我的名字时，
story_189,"심장이, 괜히 더 크게 울렸다.",my heart gave an even stronger thump.,胸が、なぜだか強く高鳴った。,心脏莫名跳得更厉害了。
story_190,“...!”,“...!”,「……！」,“……！”
story_191,"조금 전까지는 아무렇지 않았던 감정이,",Feelings that hadn't seemed important just moments ago,さっきまでは気にも留めていなかった感情が、,刚刚还毫不起眼的情绪，
story_192,이름 하나로 훨씬 선명해진 느낌이다.,suddenly felt much clearer because of a single name.,名前ひとつで、急にはっきりした気がした。,仅仅因为一个名字，忽然变得无比鲜明。
story_193,"왠지 모를 부끄러움에, 그의 이름을 물었다.","Embarrassed for reasons I couldn't explain, I asked for his name.",理由の分からない気恥ずかしさに、私は彼の名前を尋ねた。,因为一股说不清的羞涩，我开口问起了他的名字。
story_194,“...신님 이름은 뭐에요?”,"“...What's your name, Mister God?”",「……神様のお名前は何ですか？」,“……神明大人叫什么名字？”
story_195,"“저도 알려드렸으니, 신님 이름도 알려주세요.”","“I told you mine, so you should tell me yours too.”",「私も教えたんですから、神様も教えてください。」,“我都告诉您了，神明大人也告诉我吧。”
story_196,운 하연,,,
story_197,“...운 하연이란다.”,“...My name is Un Hayeon.”,「……ウン・ハヨンというんだ。」,“……我叫云河然。”
story_199,“...운...하연...예쁜 이름이네요.”,“...Un... Hayeon... That's a beautiful name.”,「……ウン……ハヨン……素敵なお名前ですね。」,“……云……河然……真是个好听的名字。”
story_200,고작 이름을 주고받았을 뿐인데 두근거리는 심장을 진정시킬 수 없었다.,"We had only exchanged names, yet I couldn't calm my racing heart.",名前を交換しただけなのに、胸の高鳴りが収まらなかった。,明明只是交换了名字，我却怎么也无法平复狂跳的心脏。
story_201,그가 내 감정을 느끼는 듯 움찔 거리는 게 눈에 보였다.,"I could see him flinch, as though he had felt the emotions stirring inside me.",私の感情が伝わったのか、彼がわずかに身じろぐのが見えた。,我看见他微微一颤，仿佛感受到了我内心的情绪。
story_203,"“...그럼, 이런 것도 전부 느끼고 있는 거예요?”","“...Then, can you feel all of this too?”",「……じゃあ、こういう気持ちも全部伝わっているんですか？」,“……那这些感觉，你也全都能感受到吗？”
story_204,“...응.”,“...Yes.”,「……ああ。」,“……嗯。”
story_205,“너무 부끄러운데...”,“That's so embarrassing...”,「すごく恥ずかしいんですけど……」,“那也太丢脸了吧……”
story_206,“...그만 느끼면 안 돼요?”,“...Can't you stop feeling it?”,「……感じないようにはできませんか？」,“……不能不感受到吗？”
story_207,“나도 그러고 싶단다.”,"“I'd like that too, little one.”",「私もそうしたいところだね、君。」,“我也希望如此，孩子。”
story_208,"“...하지만, 지금은 방법을 모르겠구나.”","“...But for now, I don't know how.”",「……だが、今は方法が分からないんだ。」,“……但现在我还不知道该怎么做。”
story_209,"그의 시선이, 잠시 내게 머물렀다.",His gaze lingered on me for a moment.,彼の視線が、しばらく私の上に留まった。,他的目光在我身上停留了片刻。
story_210,"피해야 할 것 같은데, 눈을 뗄 수가 없었다.","I felt like I should look away, yet I couldn't.",目を逸らした方がいい気がするのに、どうしても逸らせなかった。,明明觉得应该移开视线，却怎么也做不到。
story_211,“...감정 공유라니...”,“...Sharing emotions...”,「……感情の共有だなんて……」,“……感情共享什么的……”
select_3_1,...불편하네요.,...It's uncomfortable.,……居心地が悪いですね。,……感觉很不自在。
select_3_2,"...조금 이상하지만, 나쁘진 않네요.","...It's a little strange, but I don't dislike it.",……少し変ですけど、悪くないですね。,……虽然有点奇怪，但好像也不坏。
story_212,“...불편하네요.”,“...It's uncomfortable.”,「……やっぱり落ち着きませんね。」,“……果然还是很不自在。”
story_213,나도 모르게 본심이 툭 튀어나왔다.,The honest truth slipped out before I could stop it.,思わず本音が口をついて出た。,我一不小心把真心话说了出来。
story_214,“...그렇겠지.”,“...I suppose so.”,「……そうだろうね。」,“……也是呢。”
story_215,“네 감정을 내 마음대로 들여다보는 셈이니까.”,“It's as if I'm peering into your feelings without your permission.”,「君の気持ちを勝手に覗いているようなものだからね。」,“毕竟这就像是在未经允许的情况下窥探你的内心。”
story_216,그가 시선을 내리며 말했다.,He lowered his gaze as he spoke.,彼は視線を落としながらそう言った。,他垂下视线，轻声说道。
story_217,“...미안하구나.”,"“...I'm sorry, little one.”",「……すまない、君。」,“……抱歉，孩子。”
story_218,사실 내가 훔치지 않았다면 이 신에게는 이런 일이 생기지 않았을 터였다.,"Truthfully, none of this would have happened to him if I hadn't stolen from him in the first place.",そもそも私が盗まなければ、この神がこんな目に遭うこともなかったはずだ。,说到底，如果不是我偷了东西，这位神明也不会遇上这种事。
story_219,(...사과해야 할 사람은 나인 것 같은데...),(...I think I'm the one who should be apologizing...),（……謝るべきなのは私の方だと思うけれど……）,（……该道歉的人，明明是我才对……）
story_220,"“...아뇨, 살고자 한 행동이었지만 제가 잘못한 게 맞는걸요.”","“...No. I did it because I wanted to live, but what I did was still wrong.”",「……いいえ。生きたかったからしたことですけど、それでも私が間違っていたんです。」,“……不。虽然我是为了活下去才这么做的，但错的人确实是我。”
story_221,나는 그의 눈을 피해버렸다.,"Unable to face him, I looked away.",私は彼の視線から逃げるように目を逸らした。,我避开了他的目光。
story_222,"“...조금 이상하지만, 나쁘진 않네요.”","“...It's a little strange, but I don't dislike it.”",「……少し変ですけど、悪くないですね。」,“……虽然有点奇怪，但好像也不坏。”
story_223,“...그래?”,“...Is that so?”,「……そうかい？」,“……是吗？”
story_224,"“나도, 그렇게 생각하고 있었단다.”","“I was thinking the same thing, little one.”",「私も、ちょうどそう思っていたところだよ、君。」,“我也是这么想的，孩子。”
story_225,"그의 예쁜 미소를 보고 있자, 시선을 뗄 수 없었다.","As I watched his beautiful smile, I found myself unable to look away.",その綺麗な微笑みを見ていると、目を逸らせなくなった。,看着他那温柔好看的笑容，我竟无法移开视线。
